% Fluorescence version 1.0
% plate 1536 = 32x48 (15 times)
% @meta
% Plate=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
% Repeat=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
% Barcode=AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01
% Measured height=10.05,10.19,10.11,10.11,10.16,10.13,10.13,10.16,10.11,10.16,10.16,10.19,10.13,10.13,10.16
% Chamber temperature at start=26.49,26.29,26.39,26.29,26.39,26.39,25.97,25.5,25.09,25.58,26.46,26.46,26.26,26.09,26.07
% Chamber temperature at end=26.12,26.29,26.51,26.39,26.42,26.09,26.02,25.21,25.31,25.41,26.29,26.39,26.29,26,26
% Humidity at start=28.6,27.2,27.2,27,27,23.7,24.5,26.9,26.7,26.2,25.8,26.4,27.5,27.4,27.2
% Humidity at end=28.6,27.8,27.7,27.5,27.7,24,25,27.5,27.4,26.7,26.4,27,28.1,28,27.8
% Ambient temperature at start=26.69,26.69,26.79,26.69,26.79,26.59,26.46,25.61,25.58,25.78,26.66,26.76,26.66,26.49,26.37
% Ambient temperature at end=26.81,26.59,26.62,26.59,26.71,26.49,26.22,25.61,25.51,26,26.59,26.59,26.49,26.39,26.2
% Group=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
% Label=FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1)
% ScanX=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
% ScanY=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
% Measinfo=De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A
% Kinetics=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
% Measurement date=11/20/2012 2:12:58 AM,11/20/2012 3:17:04 AM,11/20/2012 4:21:15 AM,11/20/2012 5:25:27 AM,11/20/2012 6:29:44 AM,11/20/2012 8:53:17 AM,11/20/2012 10:59:44 AM,11/20/2012 1:03:59 PM,11/20/2012 3:08:16 PM,11/20/2012 5:12:32 PM,11/20/2012 7:16:45 PM,11/20/2012 9:20:59 PM,11/20/2012 11:25:13 PM,11/21/2012 1:29:27 AM,11/21/2012 3:33:41 AM
@relation CP-001073
@attribute 0 integer % 2012-11-20T02:10:18+00:00
@attribute 3846 integer % 2012-11-20T03:14:24+00:00
@attribute 7697 integer % 2012-11-20T04:18:35+00:00
@attribute 11549 integer % 2012-11-20T05:22:47+00:00
@attribute 15407 integer % 2012-11-20T06:27:05+00:00
@attribute 24019 integer % 2012-11-20T08:50:37+00:00
@attribute 31606 integer % 2012-11-20T10:57:04+00:00
@attribute 39061 integer % 2012-11-20T13:01:19+00:00
@attribute 46518 integer % 2012-11-20T15:05:36+00:00
@attribute 53974 integer % 2012-11-20T17:09:52+00:00
@attribute 61427 integer % 2012-11-20T19:14:05+00:00
@attribute 68881 integer % 2012-11-20T21:18:19+00:00
@attribute 76335 integer % 2012-11-20T23:22:33+00:00
@attribute 83789 integer % 2012-11-21T01:26:47+00:00
@attribute 91243 integer % 2012-11-21T03:31:01+00:00
@attribute name string
@data
492,1618,2512,3014,2932,3022,3950,4312,4537,4086,4391,4838,4434,4648,5019,N20
445,1173,2389,2313,2733,2106,3138,2987,3167,3485,3630,3379,4392,3993,4156,N21
442,1166,1872,2553,2185,2384,3075,2814,3011,3476,3153,3777,4034,4117,3766,N22
470,1138,1623,2186,2040,2578,2791,3179,3349,3722,3782,3972,3973,3774,4480,N23
416,1190,2000,2086,2541,2327,3333,3363,3458,3382,3533,4213,3758,3587,4185,N24
214,751,1563,2176,2471,2476,2928,3266,3451,3662,4250,4014,4087,4642,4988,N25
533,1200,1977,2241,2572,2353,3264,3094,3235,3863,3482,3551,3652,4014,4254,N26
417,1195,1881,2546,2594,2579,3222,3616,3669,3974,3807,4008,4297,3908,4640,N27
322,1194,1935,2195,2318,2662,3104,3538,3273,3663,3658,4362,4611,4598,4473,N28
254,1416,2048,2450,2778,2518,3239,3867,3624,4022,3882,4296,4795,4359,4296,N29
205,1355,2235,2472,2737,2248,3603,3697,4097,4212,4362,4361,4490,4577,4596,N30
469,1682,1797,2255,2497,2527,3277,3581,3775,4318,4263,5030,4484,4451,4957,N31
283,1369,1860,2273,2687,2451,3590,3358,3995,3819,4070,4085,3927,4401,4928,N32
303,1353,2338,2502,2648,2445,3314,3887,3567,3863,4222,4129,4132,3936,5247,N33
295,1405,2298,2469,2823,2888,2935,3622,3737,4062,4405,4733,4172,4588,5300,N34
475,2495,3843,3970,4684,4897,5687,6019,6135,6464,6639,7221,6463,6372,7040,N35
317,1635,2104,2496,2667,3156,3609,3656,4012,4064,3994,4665,4310,4603,4853,N36
230,1365,2120,2150,2711,2363,3931,4168,3575,4059,3956,4190,4424,4624,4661,N37
535,1483,2425,2606,2799,2756,3706,3929,4431,4641,4339,5084,4635,4882,5274,N38
453,1315,2281,2458,2393,2663,3497,3830,3660,4109,4148,4474,4638,4618,5062,N39
544,1497,2464,2726,2950,2823,3685,4130,4493,4646,5123,4822,5183,5151,4590,N40
290,1676,2165,2857,3104,3013,3736,4035,4639,4451,4537,4774,4782,4914,5211,N41
398,1995,3122,3192,3355,3713,4009,4704,4770,5355,4810,5300,5462,5437,5492,N42
386,1614,2026,2946,3561,3898,4321,4832,5228,4717,5493,5777,6348,6442,7031,N43
342,1665,2406,2692,3115,3228,3869,4139,4621,4136,4254,5495,4924,5268,5685,N44
423,1039,2023,1886,2490,2287,2743,2737,2967,3466,3162,3323,2879,3298,2945,N45
216,1336,2184,2709,2259,2764,3997,3660,3617,4302,4025,4505,4416,4815,4942,N46
153,296,249,277,221,277,350,275,362,476,219,371,280,263,485,N47
0,171,189,131,52,234,171,203,131,333,27,304,312,225,386,N48
342,2006,1883,2400,2364,2341,3361,3067,3221,3607,3662,3379,3622,3850,3660,O1
367,1452,2421,2502,2797,2584,3439,3264,3758,4093,3455,3566,3655,4217,4014,O2
449,1478,2143,2498,2758,2458,3360,3204,3587,3699,3694,4526,4162,4342,4570,O3
312,1260,2110,2599,2362,2876,3320,3598,3617,3603,4353,3736,4140,4302,4041,O4
399,1537,2131,2509,2699,2344,3405,3545,3508,4128,3865,4230,3854,4286,4686,O5
549,1429,2251,2567,2382,2769,3792,3912,3675,4378,4480,4322,4411,4654,4879,O6
351,1337,1891,2470,3075,2709,3458,3740,4049,3652,4405,4023,4022,4054,4899,O7
515,1377,1975,2286,2444,2984,3667,4136,4171,4015,4517,4278,4182,4622,4903,O8
600,1517,2569,2765,2503,2351,3533,3665,3908,4059,3694,4215,4242,4534,4693,O9
517,1340,2209,2873,2595,2833,2903,3388,3566,3762,3830,3838,4367,4258,4458,O10
500,1319,1949,2190,2580,2555,3081,3190,3154,3454,3665,3880,3698,4137,4166,O11
425,921,2074,2647,2455,2206,3240,2891,2970,3334,3109,3631,3409,3432,3739,O12
326,1289,2027,2380,2532,1976,3296,3047,3437,3963,3880,3721,4047,3997,4248,O13
636,1493,2414,2592,2718,2861,3298,3165,3788,4238,4167,4122,4669,3487,4303,O14
365,1334,2187,2325,2628,2624,3605,3062,3230,4005,3831,4218,3961,4553,4415,O15
309,1384,1836,2450,2107,2509,3192,3357,3283,3606,3398,3778,3581,4193,4445,O16
372,1357,1918,2166,2479,2713,3396,3253,3693,3703,3599,4041,3771,4184,4666,O17
387,1304,2141,2089,2490,2546,3412,3649,3665,3994,3841,3638,4449,3460,4226,O18
270,1238,1943,2323,2638,2426,2810,2796,3384,3932,3315,3872,3545,3443,3867,O19
310,1366,1853,2177,2089,2044,2838,3084,3069,3468,3536,3634,3972,3371,4016,O20
386,1319,1824,2243,2491,2583,2930,3530,3650,3719,3386,4330,4364,4500,4553,O21
412,1374,2253,2394,2609,2532,3315,3349,4115,3999,3754,4088,4157,4076,4180,O22
402,1156,1873,2454,2540,2463,3196,3299,3638,3406,3862,3916,3823,4097,4902,O23
467,1323,1890,2143,2264,2468,3232,3502,3213,3944,4022,3771,4214,4443,4042,O24
340,1202,1857,2310,2588,2620,3845,3383,3666,3864,4102,4695,4541,4299,4812,O25
397,1502,2363,2508,2520,2632,3238,3698,3827,4376,4576,4209,4145,3775,4079,O26
499,1254,2074,2392,2501,2678,3492,3582,4118,4163,3758,4236,4403,4117,4320,O27
372,1082,2167,2629,2520,2745,3559,3308,3701,3930,4323,4264,3931,3742,4287,O28
457,1313,2045,2379,2426,2807,3541,3574,3298,4136,4046,4630,3896,4592,4263,O29
371,1229,2067,2303,2525,2710,3217,3806,3012,3745,3855,4074,3969,3848,3824,O30
389,1652,2441,1998,2258,2594,3144,3091,3568,3700,3846,3711,4439,3946,4540,O31
519,1392,1775,2534,2567,2864,3629,3422,3770,3880,4311,3947,3807,3986,4684,O32
349,1112,2276,2334,2468,2672,4037,4108,3732,3740,3592,4016,3903,4291,4144,O33
484,1210,2322,2693,2520,2569,3326,3532,3540,3695,3632,3706,4327,3788,4000,O34
302,890,1397,1945,2951,2939,3681,3791,3657,4145,4039,4163,4850,4207,4416,O35
559,1363,2341,2469,2598,2355,3481,3517,3407,3739,3685,4131,3938,3850,4242,O36
391,1480,2231,2987,3025,2908,4066,3901,3794,4283,4238,4322,4581,4361,4408,O37
487,1358,2284,2645,3236,3299,3908,3478,4059,4961,4585,4247,4455,4442,5008,O38
353,1588,2834,3212,3497,4537,5479,6210,6773,6821,7314,7548,7925,7875,8136,O39
436,1799,2045,2727,3513,2792,4034,4384,4719,4615,4429,4765,4487,4843,4756,O40
498,1747,2377,3635,3647,4885,5959,6543,7359,7820,7800,8521,9229,9276,9075,O41
418,1615,2330,2903,3668,3510,4896,4415,5070,5554,5820,5500,5366,5896,5673,O42
636,1308,2197,2630,3096,3383,3977,4220,4711,4685,5446,4844,5360,5645,5336,O43
487,1541,2437,2373,3042,2720,3252,3928,4107,4351,4165,4104,4263,4216,4805,O44
391,1142,1788,2385,2617,2946,3885,3958,3718,4166,4595,4349,4314,4730,4299,O45
210,1297,2142,2591,3109,3454,4267,4356,4791,4868,5272,4632,4872,4946,5128,O46
195,186,262,401,340,480,616,671,565,626,562,564,410,341,485,O47
97,224,275,304,25,142,223,176,177,170,34,228,189,335,262,O48
456,1856,2256,2262,2675,2420,3452,3123,3394,3353,3290,3359,3523,3381,3779,P1
429,1550,2280,2411,2484,2444,3284,3494,3102,3549,3402,3505,3503,3436,3500,P2
473,1528,2260,2073,2286,2449,3267,3530,3094,3516,3504,3404,3844,3694,3827,P3
436,1429,1982,2247,2953,2720,3308,3208,3573,3880,3969,3971,3373,3832,4115,P4
340,1479,2164,2324,2669,2574,3406,3269,3552,3755,4002,3799,4157,3758,4025,P5
297,1306,2225,2075,2185,2338,2803,3238,3452,3582,3256,3705,3874,4048,3408,P6
391,1582,2110,2439,2297,2453,3139,3971,3578,3847,3497,4176,3810,3788,3710,P7
370,1322,2092,2239,2554,2704,3364,3817,4064,3955,4110,3817,4214,4034,4038,P8
277,1284,2325,2369,2542,2453,3181,3277,3804,3613,3803,4152,3614,4257,4190,P9
446,1303,2371,2467,2663,2355,3561,3484,3576,3484,3688,4081,3860,3651,3524,P10
338,645,1862,2215,2241,1749,2918,2939,2954,2828,2688,3380,3460,3180,3254,P11
398,1301,2076,1963,2563,2390,2846,3071,2813,2976,3517,3090,3322,3000,3284,P12
283,1444,1960,2416,2545,2327,3030,3040,3240,3109,3708,3614,3492,3796,3769,P13
277,1201,1817,2201,2474,2267,2744,3110,3237,3354,3397,3504,3771,3885,3807,P14
449,1563,2291,2386,2406,2869,3127,3125,3662,3949,3563,3764,3757,4089,4269,P15
389,1457,2164,2291,2652,2263,3262,3280,3378,3473,3778,4090,3768,3575,4190,P16
434,1229,1939,2338,2754,2423,3157,3527,3693,3939,3753,3841,3955,3805,4074,P17
420,1294,2022,2293,2626,2723,3455,3255,3545,3630,3553,3848,4158,3909,3862,P18
213,1146,1583,2102,2046,2292,3030,3087,3053,3374,3308,3420,3562,3634,3807,P19
344,979,1779,1943,2328,1857,3006,3076,3121,3290,3619,3580,3617,3637,3798,P20
376,1562,1697,2115,2438,2396,3208,3158,3581,3270,3522,3511,3735,3728,4085,P21
497,1151,2235,2454,2402,2855,3645,3522,4059,3607,4224,4135,4225,4432,4209,P22
338,1111,1766,2360,2348,2274,3408,3021,3544,3772,4097,3651,4075,4441,3943,P23
344,1080,2099,2116,2268,2375,3192,3286,3272,4063,3603,3514,3888,3723,4095,P24
419,1240,2342,2272,2363,2828,3199,3258,3767,3578,3757,4161,3561,4188,4463,P25
248,1306,1971,2158,2612,2402,3199,3368,3375,3611,4061,3717,4002,3721,4098,P26
292,1238,2195,2057,2647,2437,3429,3527,3281,4124,3888,4040,4109,3700,4082,P27
582,1546,2001,2291,2296,2473,3114,3181,3938,3574,4297,3760,4403,3852,3825,P28
560,1909,2626,3380,3233,3220,4228,3983,4489,4700,4717,4639,4551,4800,4940,P29
369,1199,1985,2028,2287,2343,3443,3486,3227,3702,3527,4017,3792,3884,4266,P30
465,1266,2199,2539,2815,2950,3449,2898,3432,3938,3803,4065,4356,3782,3980,P31
296,1553,2141,2497,2472,2644,4131,3662,3953,4570,4273,4103,4413,4421,4812,P32
293,1301,1930,2544,2317,2419,3252,3311,3262,4093,3377,3585,3681,3708,4159,P33
390,1108,2158,2346,2114,2428,3251,3078,3763,4090,4145,4477,3949,3887,4281,P34
351,1604,2196,2625,2859,2633,3689,3710,3835,4088,3997,4054,4343,3842,4307,P35
444,1454,2102,2591,2740,3056,3616,3894,4026,3687,4086,4713,3778,4143,4780,P36
382,1571,2093,2821,2770,2770,3557,3814,3898,4075,4219,4646,4543,4662,4978,P37
207,1310,2319,2205,3014,3099,3642,3922,4064,4101,4230,4374,4266,4597,4148,P38
324,1527,2097,2680,2623,2891,3704,4059,3586,4048,4134,4283,3759,4317,4481,P39
527,1341,2109,2360,2578,2668,4171,4071,3757,4095,4536,4637,4485,4408,4229,P40
198,1410,2408,2606,2884,2908,4104,4066,4457,3948,4286,4795,5180,3969,4436,P41
360,1789,2427,2387,2818,2772,3628,3685,3987,4324,4374,4600,4306,4213,4437,P42
658,1623,2634,2701,3135,3293,3790,3908,3780,4250,4587,4683,4299,3969,4213,P43
343,1553,2144,2518,2915,2927,4072,4097,4140,4667,4319,4164,4638,4740,5003,P44
419,1037,1501,1902,1579,2098,2433,2184,2408,2822,2735,2385,2785,2893,2721,P45
370,1550,2034,2629,2940,3379,4112,3493,4236,4306,4062,3782,3855,3472,3157,P46
162,45,300,276,105,195,173,333,406,294,141,373,258,111,303,P47
86,58,111,152,58,143,162,219,223,286,107,317,375,263,351,P48
400,1250,2176,2246,2802,2257,3268,2907,3408,3762,3593,4007,3521,3465,3889,Q1
595,1513,2169,2347,2703,2257,3489,3395,3684,3901,4068,4142,4643,4228,4189,Q2
424,1523,2434,2039,2446,2734,3006,3391,3840,4048,3876,4468,4174,4303,4515,Q3
195,1057,1818,2191,2802,2420,3312,3352,3342,3734,4249,3637,3743,4662,4270,Q4
306,1502,2085,2235,2506,2741,3609,3812,3677,4520,4243,4352,4711,4620,4304,Q5
372,1501,1886,2336,2910,2442,3383,3860,3687,3564,4371,4029,4576,4708,5349,Q6
454,1289,2207,2255,2746,3387,4269,4695,4916,5576,5583,6188,6897,6969,6964,Q7
482,1511,2003,2184,2346,2576,3677,3775,3722,4246,3983,4531,4786,4503,4519,Q8
382,1072,1742,1944,2472,2149,3285,3711,3335,3443,3595,3871,4529,4471,4591,Q9
317,1122,1911,2079,2240,2150,3000,2940,3074,3691,3987,4300,3667,3873,4375,Q10
196,689,1680,2034,2125,2215,2966,2913,3038,3281,3299,3404,4052,3604,3771,Q11
516,1284,1912,2024,2495,2412,3027,3518,2644,3515,3876,4036,3594,3700,4000,Q12
400,1196,1700,2058,2151,2080,2816,3039,2858,3365,3696,3785,3433,3973,3643,Q13
494,1295,2038,2317,2447,2422,3127,3591,3158,3498,3413,3900,3983,4232,4372,Q14
381,1510,2000,1972,2176,2366,2553,3149,3209,3283,3664,3506,3778,4035,4131,Q15
655,1119,1967,1943,2053,2339,2949,3348,3230,3396,3505,3649,3755,4096,4020,Q16
647,1364,2242,2697,2195,2616,3596,3366,3937,3957,3949,4258,3974,4170,4634,Q17
541,1389,2162,2517,3192,2822,3744,3940,3906,4239,4956,4570,5289,5126,5523,Q18
520,1232,1981,2452,2509,2501,3315,3789,3405,3997,3917,4271,4420,3874,4537,Q19
293,1291,1852,2201,2822,2623,2798,3804,3443,3840,3694,3880,3791,3711,4099,Q20
512,1210,1633,1907,2572,2118,3442,3110,3480,3954,3734,3994,4186,4024,4380,Q21
293,1246,2059,2266,2159,2368,3482,3369,3393,3892,3574,3987,4099,4303,3960,Q22
328,1064,2148,2081,2552,2569,3265,3522,3680,3516,4185,4200,4400,4642,4385,Q23
489,1383,1888,1980,2610,2757,3296,3422,3238,3745,3957,4124,3544,4410,4000,Q24
349,1203,2096,2194,2403,2871,3808,3618,3681,4070,4260,3980,4325,4120,4385,Q25
296,983,2018,2421,2397,2795,3925,3711,3773,3918,3876,4004,4850,4753,4539,Q26
526,1175,2133,2154,2151,2581,3564,3684,3396,3807,4084,4187,4345,4436,3940,Q27
384,974,1875,2328,2315,2611,3186,3472,3458,3691,3836,4191,4379,4151,4185,Q28
597,1161,1999,2005,2334,2199,3210,3317,3958,3997,4156,3990,4135,4361,4043,Q29
357,2232,2871,3617,3344,3978,4599,4699,5396,4852,4880,5318,4744,5777,5481,Q30
361,1434,2153,1926,2634,2709,3224,3639,3363,4069,4152,4264,4278,4777,4198,Q31
382,1208,2082,2371,2483,2773,3887,3207,3247,3913,3751,4287,4138,4146,4266,Q32
413,1362,2292,2470,2252,2598,3449,3698,3873,4350,4455,4012,4205,4373,4921,Q33
334,1371,2350,2215,2807,2597,3753,3659,3620,3991,4094,4210,4517,3849,4837,Q34
479,1203,1878,1964,2677,2745,3290,3537,3066,4262,3965,4232,4484,4102,4721,Q35
284,1087,1939,2209,2358,2409,3273,3268,3671,3687,3933,4365,3983,4098,4312,Q36
471,1380,2124,1931,2435,2475,3379,3218,3797,3932,3877,4318,4319,4472,4501,Q37
556,1208,1929,2234,2618,2621,3327,3564,3581,4306,4254,4216,4268,4277,4393,Q38
619,1534,2489,2800,3931,3811,5464,6525,6071,7012,7394,7790,7452,7598,7765,Q39
328,1440,2243,2199,2507,2846,3558,3710,4483,4468,4820,5398,5102,5386,5459,Q40
538,1233,2119,2126,2382,2700,3834,3627,4003,4632,4947,4936,4985,5393,5442,Q41
440,1451,2014,2441,2993,2486,3722,3614,4038,4373,4214,4368,4720,4590,5161,Q42
546,1684,2142,2867,3227,3225,4899,4862,4757,5365,5366,6064,5949,6224,6489,Q43
485,1466,1930,2019,3165,2572,3778,4143,4234,4403,4623,4564,4787,5094,5221,Q44
534,1285,2160,2857,3049,3754,4839,4795,5148,5451,5900,6232,6591,5962,6676,Q45
297,1482,2098,2676,3259,4240,4937,5467,5530,6202,6630,6498,6818,6768,6356,Q46
176,0,261,164,133,214,523,342,246,322,252,373,429,115,463,Q47
92,30,254,0,206,226,308,303,221,164,3,283,337,144,388,Q48
510,1260,2069,2585,2838,2372,3200,3142,3088,3553,3270,3725,3721,3537,4113,R1
416,1279,2088,2297,2852,2746,3488,3617,3036,3548,3719,3445,4063,3815,3746,R2
579,1192,1911,2312,2512,2829,3148,3445,3457,3526,3631,3824,4146,3914,3898,R3
493,862,1513,2212,2578,2703,3724,3556,3644,3558,4108,4130,4223,4281,4113,R4
419,1487,2157,2405,2855,2875,3700,3755,4045,4350,4057,4142,4474,4032,4319,R5
411,1213,2048,2431,2617,2683,3556,3716,3867,4087,3901,4280,4541,4571,4077,R6
433,1264,1901,2138,2491,2675,3611,3557,3556,4640,4248,3817,3778,4578,4715,R7
570,1088,1909,2247,2285,2517,3090,3530,3754,3907,3418,3953,4120,4257,4675,R8
606,1434,2143,2224,2506,2358,3304,3207,3291,3583,3415,4610,3716,4172,4224,R9
436,1151,2069,2508,2618,2625,3753,3509,3360,3723,3545,3888,3840,4046,4026,R10
475,1210,2300,2327,2278,2375,2938,3698,3632,3518,3605,3494,4206,3807,4128,R11
563,1206,1986,2199,2403,2538,3354,3422,3550,3854,3545,3869,3752,3966,3980,R12
437,1137,1782,2230,2043,2410,3357,3038,3412,3969,3971,4013,3740,3991,4015,R13
366,851,1827,2535,2130,2394,3239,3627,3421,3841,3333,3782,3622,4159,3857,R14
449,1196,2122,2238,2461,2431,3301,2927,3233,3714,3368,3324,3924,3658,3685,R15
516,1158,1993,2086,2547,2583,3040,3082,3642,3935,3741,3923,3885,3813,3909,R16
457,1212,2050,2627,2511,2495,3325,3164,3591,4198,3667,4216,4428,3879,4504,R17
374,1210,2024,2367,2667,2665,3357,3486,3740,3907,4083,3984,4246,4225,4323,R18
400,1294,2201,1996,2538,2767,3333,3275,4001,3632,4051,4389,4216,3987,4513,R19
504,1189,2134,2400,2499,2509,3603,3535,3284,4211,3711,4415,4259,3847,4273,R20
480,1038,1738,2231,2065,2259,3563,3670,3309,3977,3322,3290,4404,4245,4188,R21
429,1266,1776,2263,2193,2520,3300,3125,3820,3817,3556,3929,3934,4286,3934,R22
374,1212,2112,2139,2501,2505,3208,3132,3889,3915,3632,4056,4203,3931,4668,R23
341,1189,1909,1947,2248,2856,3219,3069,3141,3675,3539,4013,4195,4064,4405,R24
510,1329,1997,2527,2481,2669,3516,3748,3919,4296,4229,4202,4957,4745,4549,R25
419,1249,2028,2329,2848,2679,3273,3713,4076,3949,3960,4378,4302,3956,4341,R26
574,1087,2354,2641,2640,2395,3498,3427,3514,3844,3648,4094,4559,4295,4612,R27
531,1167,2102,2177,2327,2201,3132,2896,3385,3653,3812,4136,3902,4098,4131,R28
466,1366,2163,2631,2429,2530,3417,3597,3850,3607,3738,3866,4283,4036,4114,R29
441,1565,2079,2127,2745,2679,3645,4088,3701,4264,3657,4175,4390,4331,4199,R30
485,1411,2022,2286,3013,2784,3765,3538,4052,4252,3838,4464,5062,4854,4871,R31
361,1490,2121,2248,2541,2431,3807,3521,3956,4309,4190,3993,4335,4306,4613,R32
568,1066,2152,2132,2407,2709,3204,3481,3549,3607,3853,4180,4385,4262,4060,R33
355,1074,2079,2199,2509,2628,3619,3601,3861,3896,4062,4099,4237,4397,4361,R34
345,1847,2692,3176,3739,4074,4302,4533,4870,6149,5092,5224,5570,6374,5180,R35
425,1351,1897,2414,2332,2552,3224,3591,3507,3997,3653,4267,4025,3833,4290,R36
319,1296,2064,2407,2158,2656,3323,3472,4021,4330,3797,3906,4165,4315,4321,R37
505,1246,1672,2264,2880,2691,3565,3701,4059,4061,4641,4577,4757,4446,4266,R38
530,1362,1926,2048,2500,2484,3348,3796,3743,4182,3981,4590,4805,4978,5010,R39
437,1286,1933,2746,2789,2750,3494,3974,3695,3779,4331,4450,4205,4541,4808,R40
522,1391,2268,2476,2778,2714,3800,3692,3989,4544,4393,4871,4929,4376,4855,R41
557,1120,2396,2532,2374,2482,3608,3628,3773,4667,4317,4830,4797,4861,4721,R42
344,1520,2388,2253,2348,3264,3958,4388,4192,4891,4710,4839,5338,4905,5162,R43
563,1383,2401,2797,2871,3410,3541,4412,4355,4280,4761,4844,4812,4818,4644,R44
468,1053,1364,1866,1962,2546,2736,2899,3377,3265,3509,3358,3323,2751,2999,R45
541,1224,1969,2149,2430,3507,3850,3886,4269,4242,4474,4649,4853,4389,4543,R46
124,79,390,140,434,580,878,1152,849,963,830,663,699,618,750,R47
133,73,197,1,214,314,256,211,158,235,71,224,296,133,313,R48
700,1121,2269,2046,2571,2213,2990,3731,2971,3597,3432,3483,3179,3887,3814,S1
511,1273,2098,2418,2249,2450,3397,3202,3321,3883,3736,3307,3611,4230,3715,S2
584,1247,2339,2149,2675,2540,3370,3852,3982,3917,3659,4154,4435,3748,4171,S3
409,1260,2253,2357,2542,2757,3379,3685,3796,3775,4035,4180,4410,3914,4320,S4
392,1417,2636,2469,2575,2885,3618,3815,4246,4260,4647,4443,4286,4777,4454,S5
448,1218,1858,2295,2714,2517,3594,3961,3685,3751,3971,3896,4036,4068,4155,S6
437,1218,1944,2593,2437,2623,2977,3117,3275,3738,3617,3216,3721,3903,4658,S7
422,1075,1992,2430,2397,2420,3159,3633,3366,3774,3515,3770,3901,3826,3933,S8
446,1051,2141,2210,2036,2864,2887,3553,3185,4010,3359,4109,4506,4251,4262,S9
476,1391,1710,2140,2249,2582,2756,3237,3703,3716,3349,4519,3883,3684,4549,S10
450,1293,2000,2246,2574,2532,3494,3399,3650,3845,3601,3911,4197,4694,4339,S11
390,1161,2098,2642,2704,2722,3452,3508,3219,3819,4067,3695,4461,3961,3782,S12
545,957,1900,2000,2061,2635,3286,3294,3439,3998,3602,3749,3742,4089,4080,S13
351,1131,2149,2307,2348,2514,3112,3367,3088,3604,3409,3641,3800,4446,3880,S14
443,840,1961,2169,2625,2372,2695,3204,3390,3024,2964,3348,3871,3725,3756,S15
461,894,1517,2232,2139,2094,3150,3303,3724,3309,3084,3582,3731,3767,3379,S16
318,1070,1981,2199,2494,2557,3082,3907,4099,4057,4038,4281,4201,4363,4654,S17
458,1166,1911,2509,2325,2605,3000,3602,3652,3555,3518,3901,4593,4299,4175,S18
444,1136,2085,2350,2565,2472,3385,3984,3707,4276,4237,4201,4189,4444,4874,S19
517,1253,1928,2277,2360,2635,3491,3432,3674,3942,3830,3923,4474,4314,4306,S20
545,1368,2216,2652,2919,3129,4449,4302,4364,5227,4787,4253,5112,5055,5196,S21
540,1202,1954,2502,2653,2454,3116,3499,3250,4157,3859,4281,4014,3782,4122,S22
437,1334,2055,2467,2517,2776,3779,3637,3567,3811,3924,4236,4505,4030,4016,S23
263,1509,2064,2439,2629,3024,3406,3463,3754,4113,4639,3985,4217,4086,4486,S24
265,1390,2769,3301,3304,4224,4452,4619,4876,4994,5387,5506,5747,5244,5445,S25
311,1397,2475,2619,2721,2823,3516,3553,3982,3582,4287,4436,4094,4368,4365,S26
528,1190,2118,2546,2698,2908,3455,3848,4275,3723,4206,4158,4222,4495,5388,S27
342,1133,2008,2448,2688,2543,3750,3908,3566,4255,3860,4238,4338,3988,4191,S28
325,1163,1805,2383,2648,2546,3427,3248,3402,3937,4193,4436,4727,4562,4344,S29
319,1190,2188,2081,2403,3005,3150,3224,3168,3704,4124,3924,4467,4223,4330,S30
299,908,1910,2381,3037,2664,3503,3437,3684,3826,3640,4515,4042,4459,4280,S31
296,1433,2009,2537,2648,2782,3659,3983,3524,4144,3950,4208,4613,4181,4519,S32
406,1132,2226,2276,2584,2510,3184,3926,3690,3864,4035,3914,4284,4083,4244,S33
552,1190,2087,2134,2540,2619,3501,3490,3803,4081,4150,3984,4471,4188,4031,S34
252,1022,1797,2196,2534,2510,3181,3408,3245,3791,3630,3147,3857,3471,4033,S35
279,1521,2016,2296,2399,2640,3061,3172,3774,3739,3918,4261,4255,4098,4119,S36
342,1290,1827,2213,2406,2890,3462,3369,3725,4082,3926,3914,4367,4459,4119,S37
